,FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,FIPS ,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016",FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,MILK_PRICE10,SODA_PRICE10,FFR09,FFR14,FSR09,FSR14,REDEMP_SNAPS12,REDEMP_SNAPS16,PCT_SNAP16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,PCT_NSLP15,PCT_SBP15,PCT_SFSP15,REDEMP_WICS08,REDEMP_WICS12,PCT_WIC15,PCT_CACFP15,FDPIR12,DIRSALES07,DIRSALES12,FMRKT09,FMRKT16,FMRKT_SNAP16,FMRKT_WIC16,FMRKT_WICCASH16,FMRKT_SFMNP16,FMRKT_CREDIT16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16,FRESHVEG_ACRES07,FRESHVEG_ACRES12,ORCHARD_ACRES07,ORCHARD_ACRES12,BERRY_ACRES07,BERRY_ACRES12,SLHOUSE07,SLHOUSE12,GHVEG_SQFT07,GHVEG_SQFT12,FOODHUB16,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,Food_Insec,Food_Insec_Children
2718,48395,59.08434604740705,21.110576344603537,17.988208398508,0.5775478281795211,0.2827577908795572,0.0,16.664661292263265,25.345927084586695,53635.0,16.6,1,28.8,1,1,0.0,48395,16622,16667,16449,16420,16415,16648,16751,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,2919.54208912442,5362.69054017633,83.68259050461636,17.564324925546984,32.262607027892734,1265.69572582416,1772.50159997199,40.041683305663554,7.614581433185899,10.663588015714053,340.933210607742,311.888394548437,-8.519209967116485,5.212249053779881,4.768206612879331,312.654029373422,4.779911777609265,619.223961309624,1285.80576791309,107.6479348754016,3.7253276459488864,7.735565924155276,631.334914284213,1027.58178269612,62.76333835602277,3.7981886312369935,6.182058613260257,4401.75939813624,26.481526880858137,673.781375400319,4.053551771148593,388.885851918091,2.3395851998441284,60.3293972576869,0.3629490870995482,22.1017248504727,0.13296669985845685,0.0,0.0,204.718641533959,1.231612570893749,1.095938,0.9748207,7,9,11,13,139667.8476106195,101072.70344262297,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,93459.56,71970.57,3.226930314170308,1.7289336306951872,0,170.0,92.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,46.0,536.0,-1.0,24.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,25
490,13213,84.9550822650651,0.5349752700111032,13.005955385081256,0.27758150802462905,0.23720601594831936,0.002523468254769355,10.815584939941456,26.86988997678409,43142.0,17.8,0,26.7,0,1,0.0,13213,39628,39433,39392,39253,39355,39476,39315,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,5667.22850630192,5366.60346763986,-5.304621797546482,14.301071228176845,13.542453486524328,2434.98442930039,2698.76061110105,10.832766675080848,6.144605908197208,6.810236729335445,443.069000828095,430.916009466591,-2.7429116771406017,3.1467968808813565,3.0604830217797656,349.582334880246,2.4828290829562927,1537.47528864716,1455.29827052374,-5.344932613240781,3.8797700833934594,3.6723989868874027,619.413121074776,577.722236555232,-6.7307073584757005,1.563069347619804,1.4578637240214798,4570.96604438763,11.534687706640835,33.5631334892823,0.0846955018907901,1025.17419860925,2.586994545799056,16.4013427135942,0.041388267673347634,26.7243854498374,0.06743813831088472,6.96067522466183,0.017565042961193676,711.987899460115,1.7966788620675154,0.8567245,0.9908802,26,25,10,6,202313.59742574257,135801.5195705521,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,214033.5,127163.3,2.58739636862375,1.3873636055707077,0,75.0,34.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,214.0,100.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,12,25
2844,51053,62.91561015678011,32.620263562015644,2.4070568908253276,0.4356987250455341,0.2964179850719617,0.02499910717474376,13.663797721509946,22.78132923824149,52694.0,12.4,0,17.5,1,1,0.0,51053,28001,28197,28306,28228,28129,27967,28144,12.7,11.4,-1.3,5.6,5.1,-0.5,6.2,6.2,5848.11948618424,7678.21558777613,31.293753588916235,20.885395115118172,27.4212191985148,1574.9717417962,2131.19417664317,35.31634378484899,5.624698195765151,7.61113594744177,475.296052945146,275.32239640838,-42.07349404600358,4.524905302219593,2.621119539302932,506.125688598642,4.818409068913195,1411.83004436355,1867.37597160466,32.26634318059643,5.042070084509661,6.668961721383735,768.750913823662,1004.27448227849,30.63717573789486,2.74544092647999,3.5865664879057535,4695.95066647015,16.77065342834238,2691.49322675655,9.6121325193977,277.445667081434,0.9908419952195778,19.6348590877133,0.07012199238496232,35.5553731861874,0.12697894070278706,3.66043861414073,0.013072528174496376,231.921020109751,0.8282597768285096,1.062503,0.9009972,5,6,8,8,217064.99250000002,192958.5867625899,9.731570192757609,1.0,1.0,1,1,0,0,8.382088627534342,3.397658597591576,0.6838607642878862,71695.6,87145.5,1.665654101106848,0.8171991793384535,0,125.0,95.0,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,-1.0,3.0,3.0,4.0,6.0,0.0,0.0,-1.0,11200.0,0,0.0,1.0,14,16
667,17147,97.29212744336184,0.3347480423217168,0.9982664833522624,0.29290453703150215,0.1673740211608584,0.0358658616773268,16.2173471217646,23.952417956841412,65122.0,6.5,0,9.2,0,1,0.0,17147,16729,16692,16523,16444,16438,16380,16560,14.3,13.8,-0.5,5.3,5.1,-0.2,7.0,7.4,511.275664257828,507.19203873981,-0.7987130629316783,3.0562237088757724,3.031813250880567,74.0238119978464,115.321904821709,55.790281139620454,0.4424879669905337,0.6893532477835436,91.9840554554859,109.845554416007,19.418038128537255,1.3562968955394559,1.6196631438514746,14.8253227246514,0.2185980938462312,120.259785988077,119.156904509931,-0.9170825218792145,0.7188701415988822,0.7122775091752704,77.2080466799096,76.9460661360652,-0.3393176684426756,0.4615221870997047,0.4599561607750924,490.35297035008,2.931155301273716,0.394192590378225,0.0023563428201220935,3.37982079433277,0.020203364183948653,4.46513357758522,0.026690977210743143,0.242607101798058,0.0014502187925043816,0.61025208234787,0.0036478694622982246,11.1268802252598,0.06651252450989181,0.795895,0.9343761,7,6,13,11,68479.69258064516,61921.02500000001,14.364811918317008,1.0,1.0,0,0,0,1,8.62020143320429,3.2916526375010253,0.5508166993844088,-1.0,-1.0,1.9253033667586965,1.0999110030758177,0,68.0,38.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,8,16
1618,30043,94.02069086445731,0.14027704716815712,1.9638786603541996,0.34192530247238295,1.3940031562335613,0.01753463089601964,14.07154129405576,23.066806943713836,62508.0,9.8,0,13.1,0,0,0.0,30043,11406,11436,11395,11512,11572,11671,11853,14.1,12.2,-1.9,5.6,5.6,0.0,8.4,9.0,3475.3284583956,1338.86915907218,-61.475032501236605,30.469300880199896,11.738288261197441,1430.76869895953,290.792395098942,-79.67579278814183,12.544000516916798,2.549468657714729,100.610216274578,55.3319823405961,-45.0036145538261,2.2298363536032357,1.2263293958465447,44.2579899383097,0.9808951670724666,745.714726029656,278.985301921813,-62.5881999934224,6.537916237328213,2.445952147306795,475.485673064491,226.263730158539,-52.41418554206355,4.168732886765659,1.9837254967432845,1281.21673285046,11.232831254168508,1.24667556565146,0.010929997945392426,36.9970580283017,0.3243648783824452,1.6570441537244,0.01452782880698229,20.6764244072674,0.18127673511544276,1.76749342819676,0.015496172437285289,32.304784769078,0.28322623855056983,0.9400685,1.079599,5,3,13,10,87130.32250000001,59809.43333333333,11.299447492614052,0.0,1.0,0,0,1,1,7.926020432760959,3.031227988990744,0.874873783700841,-1.0,-1.0,1.7886249272713366,1.3347948446631923,0,45.0,73.0,2.0,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,6.0,-1.0,0.0,2.0,2.0,0.0,-1.0,0,0.0,1.0,10,16
2562,48083,80.0786958965711,2.0910623946037097,15.952782462057336,0.35975267003934797,0.44969083754918493,0.011242270938729624,21.742551995503092,22.248454187745924,35922.0,20.0,0,33.6,1,0,1.0,48083,8895,8762,8677,8534,8417,8333,8420,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,1745.74692731929,1745.74692731928,-5.730751441083555e-13,19.62615994737819,19.626159947378078,723.166112234363,753.852163312232,4.243292178481438,8.130029367446465,8.475010267703563,111.040672311822,97.2522179162973,-12.417481008043845,2.878938872486959,2.5214471847626987,86.4041652632245,2.2401909583413144,287.162941329173,287.162941329173,0.0,3.2283635899850815,3.2283635899850815,472.310695338426,472.310695338426,0.0,5.309844804254368,5.309844804254368,1623.29000736238,18.24946607490028,9.43697969669665,0.10609308259355425,147.780513349443,1.6613885705389881,2.62173308152705,0.029474233631557614,4.18304391754282,0.04702691306962136,0.0,0.0,106.215162520333,1.1940996348547834,1.095938,0.9748207,7,6,10,7,127670.0093430657,89789.20852941176,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,68.0,62.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,505.0,435.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,20,32
1971,37165,45.92471720552037,38.399203473739526,2.0853500013828583,0.7633376662886855,10.675664463312774,0.019360013275437675,13.590729319357248,25.093342921149432,35447.0,29.0,0,44.4,0,0,0.0,37165,36157,36324,36156,35992,35743,35418,35244,16.6,14.2,-2.4,6.7,5.6,-1.1,10.0,10.2,5942.50311728799,5867.71210322063,-1.2585776160516853,16.43527703428932,16.228426316399673,2743.50682872501,2801.69686636103,2.1210093966874726,7.587761232195731,7.7486983609288105,750.135748354181,683.956095030668,-8.822356949220591,5.510031940312774,5.023917254522316,528.764877481804,3.8839788268091966,1430.08365817833,1405.65747275218,-1.708024931720758,3.9552055153312775,3.887649619028625,1041.15343844572,1017.58871179495,-2.263328898567389,2.879534912868103,2.8143615670408217,3383.01864161684,9.356469401822164,1786.76090199386,4.9416735403763035,134.119787848283,0.3709372676059491,77.311033901191,0.21382037752355282,432.295069917811,1.1956054703592969,0.0111755859106779,3.090849879878834e-05,188.315291411838,0.5208266488144425,1.062503,0.9009972,22,23,16,20,308240.14252800005,322993.115,15.440570947180527,0.0,1.0,1,1,0,1,9.000933630873137,4.539693021927546,0.6285397242721703,126037.0,108472.8,2.477991202056956,1.2387354644649968,0,19.0,16.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,26.0,88.0,123.0,9.0,-1.0,0.0,0.0,-1.0,-1.0,0,0.0,0.0,26,32
355,12075,80.77743192568809,9.2056567240999,7.467954216808412,0.5588098330923261,0.3161687213548688,0.03431288448812529,19.39658341707311,21.148991446288083,36005.0,22.1,0,35.3,1,0,0.0,12075,40801,40254,39935,39535,39418,39688,39961,14.8,12.7,-2.1,5.7,5.4,-0.3,9.3,9.4,3954.45610366888,3258.27380144121,-17.60500771728794,9.692056821325163,7.985769469966937,1797.79482484017,1484.45194158431,-17.429290535627015,4.406251868435014,3.6382734285539815,690.955523285424,886.156950551632,28.250939559473366,4.212116089279591,5.402078459836821,222.018175196286,1.3534392538178859,726.675243527408,584.229984172919,-19.602327260116223,1.7810231208240193,1.4319011401017596,859.928616230799,685.211259042175,-20.31765822079946,2.1076165197686305,1.6793981986769317,3002.54217904602,7.358991640023578,73.7624734106139,0.18078594497834316,307.956269374767,0.754776278460741,13.7252369178314,0.03363946206669297,20.8813297884416,0.05117847549923188,0.0,0.0,147.362588257451,0.361173962053506,1.082025,0.9486629,18,17,24,25,301990.0465777778,223484.40599167813,15.65036529641155,1.0,1.0,1,1,0,1,8.26653123691498,3.87997042070177,0.8062888209481872,159672.9,145114.4,2.3866821642963503,1.329711820748101,0,269.0,160.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1312.0,104.0,165.0,8.0,56.0,0.0,0.0,0.0,1800.0,0,0.0,0.0,17,28
391,13011,89.83963033432998,2.2614840989399294,5.659146507203045,0.8969828757814623,0.1957053547159554,0.0,12.503397662408263,25.24055449850503,44146.0,15.8,0,24.4,0,0,0.0,13011,18395,18335,18233,18299,18284,18468,18397,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,1826.3141048002,674.318232605408,-63.0776419656914,9.928318047296548,3.6657691362077083,669.69577878155,265.747116013434,-60.31823337800688,3.640640276061701,1.4446703778930905,252.316648474646,330.403950044654,30.948136812246286,3.7659201264872535,4.9314022394724475,34.2854482038206,0.5117231075197104,469.017971477497,187.671143790103,-59.98636401950597,2.5497035687822613,1.0202291045941996,204.271573295722,61.8004191532946,-69.74595233384396,1.1104733530618212,0.33596313755528456,485.312682871372,2.6382858541526066,14.7237233606202,0.08004198619527154,246.176902984882,1.338281614486991,3.71356788123603,0.02018791998497434,0.0,0.0,0.0,0.0,170.568261286483,0.9272533910654145,0.8567245,0.9908802,15,14,13,17,325254.38328358205,257773.1052941177,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,-1.0,-1.0,2.58739636862375,1.3873636055707077,0,32.0,33.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,11,24
1986,37195,49.433734643129725,38.73008838663613,9.508333948839157,0.8173917325257897,0.2338922126203314,0.027082256198143636,14.177561119728194,24.68424551296255,41276.0,19.9,0,30.3,1,0,0.0,37195,81234,81444,81755,81603,81379,81686,81661,16.6,14.2,-2.4,6.7,5.6,-1.1,10.0,10.2,5097.23270872437,2978.04099129763,-41.57533780632683,6.2747528236014105,3.666003140677093,2294.63709615469,900.607172070566,-60.75165116175509,2.824724987264803,1.1086579167227588,645.552732734451,516.507658124656,-19.989858003262114,2.0197507438034257,1.6160054380972906,169.618937662424,0.530689373826494,1454.38244977275,822.230546224484,-43.46531434335177,1.7903617324922447,1.0121753775814117,660.429574716088,399.656417576392,-39.48538453199946,0.81299649742237,0.49198170418346016,1942.63732835959,2.3914091739414407,828.65002628752,1.0200778322962305,147.80096553918,0.18194470977568505,47.0631163774597,0.05793524432806423,12.1568552935496,0.014965230437439497,0.908621810376644,0.0011185240298109706,146.625044020824,0.18049713669254744,1.062503,0.9009972,58,54,52,45,276975.08052780386,233645.9885946385,15.440570947180527,0.0,1.0,1,1,0,1,9.000933630873137,4.539693021927546,0.6285397242721703,98692.44,123291.8,2.477991202056956,1.2387354644649968,0,716.0,117.0,1.0,3,2.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3349.0,4849.0,18.0,30.0,-1.0,-1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,22,28
2457,47063,82.89524174980814,3.8277052954719877,10.730046047582501,0.7162957278076234,0.15988743924277307,0.10712458429265796,15.857636224098234,23.56740854438475,39566.0,19.0,0,26.3,0,1,0.0,47063,62544,62816,62712,63082,63022,63414,63785,16.2,15.1,-1.1,6.9,6.0,-0.9,8.9,10.1,20801.4669585646,27609.2925920741,32.727622754060185,33.25893284498049,44.143790918511925,6842.38380801364,11826.87853413,72.84734189097426,10.940112253795151,18.909693230573676,380.706901934315,869.600509259817,128.41732178783903,1.5501095355631718,3.5407186859113073,2422.24677203198,9.862568290032492,4866.3873267762,6820.68223573445,40.15904977816259,7.780742080417307,10.905414165602535,3578.33446286574,4465.70891338379,24.79853294114347,5.721307340217671,7.140107625645609,23576.1394488876,37.69528563713162,1307.66795812847,2.090796812049869,3001.04509599074,4.798294154500415,192.373824104456,0.30758158113401124,108.99689147046,0.17427233862634306,32.0419998997822,0.05123113312193368,2392.07247995145,3.8246234330254705,1.136671,0.9925836,56,52,35,32,370008.55866171006,280460.8123728813,16.30435076769675,1.0,1.0,0,0,0,0,10.252609233308977,5.709828535040609,0.7266185971271907,203960.8,201645.0,2.274378024389501,1.1208052847302827,0,278.0,209.0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,7.0,36.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,14,23
1679,31053,87.54190400915756,0.4987599138753373,10.05423673380393,0.49058352184459403,0.3461339293014636,0.08448938431768008,18.369627429069798,23.896868441852227,48969.0,11.6,0,15.1,0,0,0.0,31053,36691,36954,36648,36598,36714,36676,36757,17.0,15.9,-1.1,5.5,6.2,0.7,7.3,8.1,9812.42723813111,11353.3021840016,15.703300605202438,26.743417290701014,30.943016499963484,3057.56130549611,3278.5259211122,7.226825353228272,8.333273297255756,8.935504404655639,150.499144211763,124.109667757397,-17.534635557285377,1.0039969593846765,0.827949751550347,411.284607851009,2.7437265366978587,2428.88137832377,2826.20001771142,16.358091545081923,6.619828781782372,7.702706434034014,1829.37840111719,2120.46121708374,15.911569513928203,4.985904993369464,5.779240732287863,10641.6231591884,29.003360930986894,52.1260266645078,0.1420676096713303,764.443658563484,2.083463679276891,48.318723601536,0.13169094219709465,34.7572519798961,0.09472963936631898,23.1021472886205,0.06296407099457768,553.37489749289,1.5082033672914066,0.873642,0.9790413,28,25,27,28,282731.70909090905,241827.1482352941,9.126450619679138,1.0,1.0,0,0,0,1,12.711650045617793,3.708869912825192,0.6421824817133304,86239.41,98748.27,1.9829676034574597,2.3593099847589114,0,79.0,137.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,72.0,4.0,4.0,0.0,3.0,1.0,3.0,-1.0,-1.0,0,0.0,1.0,12,18
2689,48337,87.9709924438359,0.19270754095035245,9.787514579846848,0.2992038135808104,0.694761397636797,0.015213753232922561,19.676454181246513,22.957553628480145,49653.0,15.2,0,22.1,0,0,0.0,48337,19719,19742,19470,19383,19386,19269,19414,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,3897.14707746379,3260.00351727049,-16.34897394244469,19.76341131631315,16.53229635007095,1486.05087445364,1369.42997732919,-7.847705561717512,7.536137098502156,6.944723248284346,123.926786761625,139.799599491522,12.808217774925929,1.5512177589388534,1.7499011076670672,131.409768956664,1.6448838272207285,926.412484870257,788.068628100275,-14.933289331626067,4.698070312238232,3.9964938795084692,653.146963557554,545.937312633052,-16.414322795064933,3.312272242799098,2.7685851850147167,3052.4468396488,15.479724325010396,2.72945272864928,0.01384174009153243,322.216820882447,1.6340424001341194,10.8666219541337,0.05510736829521629,20.838522842696,0.10567738142246565,0.0,0.0,173.122077921653,0.8779455242236066,1.095938,0.9748207,10,12,8,11,283862.49547445256,250521.8258333334,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,120.0,165.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,25.0,4199.0,2181.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0,0.0,0.0,18,27
1688,31071,98.68228404099561,0.14641288433382138,0.7320644216691069,0.09760858955588092,0.0,0.0,27.086383601756953,21.03465104929234,44643.0,11.9,0,15.5,0,0,0.0,31071,2049,1989,1984,2014,1987,2021,2011,17.0,15.9,-1.1,5.5,6.2,0.7,7.3,8.1,208.97714604666,204.602278347249,-2.0934670523417838,10.19898223751391,9.985469904697366,27.8836076875082,61.6919731075651,121.24817490960102,1.360839809053597,3.0108332409743825,2.58458227480743,0.345670379766489,-86.6256770722362,0.27642591174411013,0.03697009409267262,5.6814514437217,0.6076418656386845,40.8281866107532,39.9258607308488,-2.2100562253890335,1.9925908545999609,1.9485534763713421,55.1973262012004,53.44721609978,-3.170642894985621,2.6938665788775205,2.6084536895939485,202.656847484182,9.89052452338614,0.0,0.0,0.0,0.0,0.0028166695265099,0.00013746556986383112,0.0,0.0,0.0,0.0,1.9426144126046,0.09480792643263056,0.9485941,1.038527,1,1,4,5,-1.0,-1.0,9.126450619679138,1.0,1.0,0,0,0,1,12.711650045617793,3.708869912825192,0.6421824817133304,-1.0,-1.0,1.9829676034574597,2.3593099847589114,0,35.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,12,17
295,8103,86.34863486348635,0.7350735073507351,9.975997599759975,0.33003300330033003,0.6600660066006601,0.16501650165016502,12.406240624062406,24.317431743174318,61426.0,9.7,0,11.2,0,0,0.0,8103,6666,6782,6796,6740,6660,6548,6545,14.1,12.1,-2.0,5.8,5.1,-0.7,8.0,8.8,573.989869274912,572.227252070974,-0.30708158772290395,8.610709110034684,8.584267207785388,155.230627379003,155.562620860744,0.2138711202464037,2.3286922799130365,2.3336726801791783,27.6878257681719,13.2905247244271,-51.99866961130256,1.0460077736370195,0.5020976473149641,18.0024012218675,0.680105826288912,119.372666762991,119.154416124534,-0.18283133348301103,1.7907690783527004,1.7874949913671465,94.1091534826494,93.8188440933855,-0.30848156477949135,1.4117784800877498,1.407423403741155,544.590678266761,8.169677141715585,1.9999999917618,0.030003000176444646,40.3370139196552,0.6051157203668647,0.727010462933549,0.010906247568760111,6.99768704823279,0.10497580330382224,0.0,0.0,17.9118758172104,0.2687050077589319,0.9400685,1.079599,4,5,8,9,63687.09166666667,37615.573333333334,8.54951994794736,0.0,1.0,0,0,0,1,6.931619261463329,3.3906561901295573,0.3698291272142557,-1.0,-1.0,1.6668609277543014,0.7939001651952305,0,17.0,35.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,15,21
953,20133,91.66666666666666,1.1627906976744187,4.154554263565891,0.5026647286821706,0.8902616279069767,0.012112403100775194,17.357073643410853,24.72141472868217,40744.0,18.9,0,28.1,0,0,1.0,20133,16512,16469,16462,16451,16396,16333,16146,14.4,14.6,0.2,5.5,5.5,0.0,8.8,9.3,4082.07970210776,1061.21645222117,-74.00304428957581,24.721897420710757,6.426940723238675,1458.70072299823,421.04510692232,-71.13560716848765,8.83418558017339,2.549934029326066,63.8089165375051,85.9967573757661,34.77232029981187,0.9602545754327328,1.2941573720958013,42.621888289944,0.6414129163272235,993.124005096781,278.820097644712,-71.92494630944495,6.014559139394264,1.688590707635126,767.263353001966,169.42788193259,-77.91789725526537,4.646701508006093,1.0260894012390382,1015.65896651622,6.151035407680595,2.67265475913882,0.01618613589594731,18.031808530839,0.10920426678075945,1.99999999674037,0.012112403081034218,5.19995355271385,0.03149196676788911,0.0,0.0,35.684876662388,0.21611480536814437,0.9485941,1.038527,5,6,14,13,289018.38216867467,181949.94609625667,8.597012543300648,1.0,1.0,0,0,0,0,11.862659520868128,3.9780632571117116,0.9712735876435317,93616.0,72357.4,2.1585622437656293,1.7137243224697,0,81.0,81.0,1.0,2,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,12.0,-1.0,231.0,521.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0,0.0,1.0,16,27
2991,53073,81.87083623346922,0.8894302475887442,7.833349905538431,3.4741970766630206,2.520632395346525,0.22819926419409367,13.244506314010144,20.982897484339265,55073.0,14.4,0,14.5,0,1,0.0,53073,201140,203482,205008,206348,208325,212164,216800,14.6,12.9,-1.7,6.1,4.8,-1.3,8.5,8.7,50884.3401501876,57079.8332055673,12.175638000008261,25.297971636764245,28.378161084601423,12317.7784399165,15027.0573969472,21.994866771195692,6.123982519596549,7.4709443158731235,1435.78310242374,1989.59854499947,38.572361078831214,1.7864664706031357,2.475548768196429,3060.8535206634,3.8084528065987313,12081.5410558957,13404.1941210789,10.947718168269233,6.00653328820508,6.664111624281048,7695.64757093924,8846.1380047825,14.949884635931236,3.826015497135945,4.39800040011062,50340.3098378106,25.027498179283388,465.255465450284,0.23130926988678735,3739.88574663366,1.8593446090452719,1943.83053443782,0.966406748751029,783.674739265946,0.3896165552679457,166.71959962775,0.08288734196467634,3380.04297978198,1.6804429649905441,0.8551034,1.241477,121,124,196,196,318964.0572462077,236023.84696517402,13.76915477497256,1.0,1.0,1,1,1,1,7.267024967118068,2.6436239146451825,0.6122991747544856,132231.0,109559.7,2.4564081074971087,1.1124385682095619,2,3999.0,2576.0,2.0,3,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2058.0,3134.0,358.0,479.0,11379.0,12703.0,4.0,5.0,28758.0,59988.0,0,0.0,1.0,14,20
